0.76735,0.11730,0.14174,0.29814,0
0.76735,0.12708,0.13196,0.29814,504
0.75758,0.12219,0.13685,0.29326,1006
0.77224,0.12219,0.14663,0.29326,1510
0.75758,0.12708,0.13196,0.28837,2013
0.76735,0.12708,0.13685,0.29326,2517
0.77224,0.12219,0.13685,0.29814,3021
0.77224,0.12219,0.13685,0.29814,3523
0.75758,0.12708,0.14174,0.28837,4027
0.76246,0.12708,0.13685,0.28837,4531
0.76735,0.12219,0.13685,0.29814,5034
0.76246,0.12219,0.14663,0.29326,5538
0.76735,0.12219,0.13196,0.29326,6040
0.76246,0.12219,0.14174,0.29814,6544
0.76246,0.12219,0.13685,0.29326,7048
0.76246,0.12219,0.13685,0.28837,7551
0.77224,0.12708,0.13685,0.29814,8055
0.76246,0.12219,0.13685,0.29814,8557
0.76246,0.12219,0.13685,0.29814,9061
0.76246,0.12708,0.13685,0.28837,9565
0.76735,0.12219,0.13196,0.28837,10068
0.77224,0.12708,0.13685,0.28837,10572
0.76246,0.12708,0.14174,0.29326,11075
0.76246,0.12219,0.14663,0.29814,11578
0.76246,0.12219,0.14663,0.29326,12082
0.75758,0.12219,0.14174,0.29326,12586
0.75758,0.12219,0.13685,0.29326,13089
0.76246,0.12219,0.14174,0.29326,13592
0.77224,0.12219,0.13196,0.29326,14096
0.76735,0.12708,0.14174,0.30303,14599
0.76735,0.12708,0.13685,0.28837,15103
0.76246,0.12708,0.13685,0.29814,15607
0.76246,0.12219,0.13685,0.29326,16109
0.76735,0.12708,0.13685,0.29814,16613
0.77224,0.12708,0.14174,0.30303,17116
0.76735,0.12708,0.14174,0.30303,17620
0.76246,0.12708,0.13685,0.29814,18124
0.76246,0.12708,0.14174,0.29326,18626
0.76735,0.12708,0.14174,0.29326,19130
0.76735,0.13196,0.13685,0.29326,19634
0.77224,0.12219,0.13196,0.29814,20137
0.76735,0.13196,0.14174,0.29814,20641
0.76246,0.12708,0.14174,0.30303,21144
0.76735,0.12219,0.14174,0.29814,21647
0.76246,0.12708,0.14174,0.30303,22151
0.76246,0.12219,0.14174,0.29326,22655
0.76246,0.12219,0.13196,0.29814,23158
0.76735,0.12219,0.13685,0.29814,23661
0.77224,0.12708,0.13685,0.29814,24165
0.76246,0.12219,0.13685,0.29814,24668
0.77224,0.12708,0.13685,0.29814,25172
0.76246,0.12219,0.13685,0.29814,25676
0.77224,0.12219,0.14174,0.29814,26178
0.77224,0.12708,0.13685,0.29326,26682
0.76735,0.12219,0.13685,0.30303,27186
0.76735,0.12708,0.14174,0.29326,27689
0.77224,0.12219,0.14174,0.30303,28193
0.77713,0.12708,0.13196,0.29326,28696
0.77224,0.13196,0.13685,0.30303,29199
0.77224,0.12708,0.13685,0.29814,29703
0.77224,0.12219,0.13196,0.29326,30207
0.77224,0.12708,0.14174,0.29814,30710
0.77224,0.12219,0.13685,0.29814,31213
0.77224,0.12219,0.13685,0.29326,31717
0.76735,0.12219,0.13685,0.29814,32220
0.76735,0.12219,0.13685,0.29814,32724
0.77224,0.13196,0.13685,0.30303,33228
0.77224,0.12219,0.13685,0.29814,33730
0.76735,0.12219,0.14174,0.30303,34234
0.76735,0.12219,0.13196,0.30303,34737
0.77713,0.12219,0.13685,0.30303,35241
0.77713,0.12219,0.13685,0.30303,35745
0.76735,0.12708,0.14174,0.30303,36247
0.76246,0.12708,0.14174,0.29326,36751
0.76246,0.12708,0.13685,0.29326,37255
0.76246,0.12219,0.13685,0.30792,37758
0.77224,0.12219,0.13685,0.29814,38262
0.76735,0.12708,0.13685,0.29326,38765
0.77224,0.12708,0.14174,0.30303,39268
0.77224,0.11730,0.13685,0.30303,39772
0.76735,0.12219,0.14174,0.29814,40276
0.77224,0.13685,0.13685,0.29814,40779
0.76735,0.12708,0.13685,0.29326,41282
0.76246,0.12708,0.13685,0.29814,41786
0.77224,0.12708,0.14174,0.29814,42289
0.77224,0.12219,0.14174,0.29814,42793
0.76735,0.12708,0.13685,0.30303,43297
0.77713,0.12708,0.13196,0.30303,43799
0.76735,0.12708,0.14174,0.30303,44303
0.77224,0.11730,0.13685,0.30792,44807
0.77224,0.12219,0.13685,0.30303,45310
0.77713,0.11730,0.13685,0.30792,45814
0.76735,0.12219,0.13685,0.30792,46317
0.77713,0.13196,0.14174,0.31281,46820
0.77224,0.11730,0.13685,0.31281,47324
0.77224,0.12219,0.13685,0.31281,47828
0.77224,0.12219,0.14174,0.30792,48331
0.77713,0.12708,0.13685,0.31281,48834
0.77224,0.12708,0.13685,0.30792,49338
0.76735,0.12708,0.13685,0.31769,49841
0.77224,0.12708,0.14174,0.30792,50345
0.77713,0.12219,0.13685,0.30792,50848
0.76735,0.12708,0.14174,0.30792,51351
0.77224,0.12708,0.14174,0.31281,51855
0.76735,0.12708,0.14174,0.30792,52358
0.77713,0.12219,0.13685,0.30792,52862
0.77224,0.12219,0.13685,0.31769,53366
0.76735,0.12708,0.14663,0.31281,53868
0.77224,0.12708,0.14663,0.31281,54372
0.77713,0.12708,0.13685,0.31769,54876
0.76735,0.12708,0.13196,0.31281,55379
0.77713,0.12219,0.13685,0.31769,55883
0.76735,0.12219,0.13685,0.31281,56386
0.77224,0.12219,0.13685,0.31769,56889
0.77224,0.12708,0.14174,0.30792,57393
0.76735,0.12219,0.13685,0.31281,57897
0.77224,0.12219,0.13685,0.31281,58400
0.77713,0.12708,0.13685,0.30792,58903
0.77224,0.12708,0.13685,0.31769,59407
0.77713,0.12219,0.14174,0.31281,59910
